"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","CAD","Canadian Dollar","6","Millions",,,189692,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q1","Q1-1994","CAD","Canadian Dollar","6","Millions",,,193164,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q2","Q2-1994","CAD","Canadian Dollar","6","Millions",,,195915,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","CAD","Canadian Dollar","6","Millions",,,200196,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","CAD","Canadian Dollar","6","Millions",,,202697,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","CAD","Canadian Dollar","6","Millions",,,205993,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","CAD","Canadian Dollar","6","Millions",,,207214,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","CAD","Canadian Dollar","6","Millions",,,208244,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","CAD","Canadian Dollar","6","Millions",,,210170,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","CAD","Canadian Dollar","6","Millions",,,211052,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","CAD","Canadian Dollar","6","Millions",,,213226,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","CAD","Canadian Dollar","6","Millions",,,216136,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","CAD","Canadian Dollar","6","Millions",,,219420,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","CAD","Canadian Dollar","6","Millions",,,222937,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","CAD","Canadian Dollar","6","Millions",,,224853,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","CAD","Canadian Dollar","6","Millions",,,228141,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","CAD","Canadian Dollar","6","Millions",,,230995,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q1","Q1-1998","CAD","Canadian Dollar","6","Millions",,,233653,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q2","Q2-1998","CAD","Canadian Dollar","6","Millions",,,233803,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q3","Q3-1998","CAD","Canadian Dollar","6","Millions",,,234718,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q4","Q4-1998","CAD","Canadian Dollar","6","Millions",,,238374,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q1","Q1-1999","CAD","Canadian Dollar","6","Millions",,,243810,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q2","Q2-1999","CAD","Canadian Dollar","6","Millions",,,248543,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q3","Q3-1999","CAD","Canadian Dollar","6","Millions",,,255327,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q4","Q4-1999","CAD","Canadian Dollar","6","Millions",,,260247,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q1","Q1-2000","CAD","Canadian Dollar","6","Millions",,,267547,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q2","Q2-2000","CAD","Canadian Dollar","6","Millions",,,274862,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q3","Q3-2000","CAD","Canadian Dollar","6","Millions",,,280442,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q4","Q4-2000","CAD","Canadian Dollar","6","Millions",,,283220,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q1","Q1-2001","CAD","Canadian Dollar","6","Millions",,,287481,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q2","Q2-2001","CAD","Canadian Dollar","6","Millions",,,288215,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q3","Q3-2001","CAD","Canadian Dollar","6","Millions",,,284701,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q4","Q4-2001","CAD","Canadian Dollar","6","Millions",,,284146,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q1","Q1-2002","CAD","Canadian Dollar","6","Millions",,,289660,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q2","Q2-2002","CAD","Canadian Dollar","6","Millions",,,296473,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q3","Q3-2002","CAD","Canadian Dollar","6","Millions",,,301036,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q4","Q4-2002","CAD","Canadian Dollar","6","Millions",,,306525,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q1","Q1-2003","CAD","Canadian Dollar","6","Millions",,,312522,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q2","Q2-2003","CAD","Canadian Dollar","6","Millions",,,309430,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q3","Q3-2003","CAD","Canadian Dollar","6","Millions",,,314574,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q4","Q4-2003","CAD","Canadian Dollar","6","Millions",,,318221,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q1","Q1-2004","CAD","Canadian Dollar","6","Millions",,,324054,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q2","Q2-2004","CAD","Canadian Dollar","6","Millions",,,332037,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q3","Q3-2004","CAD","Canadian Dollar","6","Millions",,,337870,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q4","Q4-2004","CAD","Canadian Dollar","6","Millions",,,341770,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q1","Q1-2005","CAD","Canadian Dollar","6","Millions",,,345081,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","CAD","Canadian Dollar","6","Millions",,,349902,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","CAD","Canadian Dollar","6","Millions",,,359248,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","CAD","Canadian Dollar","6","Millions",,,367359,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","CAD","Canadian Dollar","6","Millions",,,369000,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","CAD","Canadian Dollar","6","Millions",,,372679,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","CAD","Canadian Dollar","6","Millions",,,376234,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","CAD","Canadian Dollar","6","Millions",,,378691,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","CAD","Canadian Dollar","6","Millions",,,386819,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","CAD","Canadian Dollar","6","Millions",,,394153,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","CAD","Canadian Dollar","6","Millions",,,395562,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","CAD","Canadian Dollar","6","Millions",,,401127,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","CAD","Canadian Dollar","6","Millions",,,409324,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","CAD","Canadian Dollar","6","Millions",,,419362,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","CAD","Canadian Dollar","6","Millions",,,423628,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","CAD","Canadian Dollar","6","Millions",,,404727,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","CAD","Canadian Dollar","6","Millions",,,389308,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","CAD","Canadian Dollar","6","Millions",,,387122,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","CAD","Canadian Dollar","6","Millions",,,391981,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","CAD","Canadian Dollar","6","Millions",,,402923,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","CAD","Canadian Dollar","6","Millions",,,411008,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","CAD","Canadian Dollar","6","Millions",,,413310,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","CAD","Canadian Dollar","6","Millions",,,416343,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","CAD","Canadian Dollar","6","Millions",,,425387,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","CAD","Canadian Dollar","6","Millions",,,434488,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","CAD","Canadian Dollar","6","Millions",,,439963,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","CAD","Canadian Dollar","6","Millions",,,446437,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","CAD","Canadian Dollar","6","Millions",,,453175,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","CAD","Canadian Dollar","6","Millions",,,453780,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","CAD","Canadian Dollar","6","Millions",,,454746,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","CAD","Canadian Dollar","6","Millions",,,457659,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","CAD","Canadian Dollar","6","Millions",,,461016,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","CAD","Canadian Dollar","6","Millions",,,469211,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","CAD","Canadian Dollar","6","Millions",,,471648,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","CAD","Canadian Dollar","6","Millions",,,478107,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","CAD","Canadian Dollar","6","Millions",,,483281,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","CAD","Canadian Dollar","6","Millions",,,490863,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","CAD","Canadian Dollar","6","Millions",,,497101,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","CAD","Canadian Dollar","6","Millions",,,503448,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","CAD","Canadian Dollar","6","Millions",,,503486,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","CAD","Canadian Dollar","6","Millions",,,496075,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","CAD","Canadian Dollar","6","Millions",,,496230,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","CAD","Canadian Dollar","6","Millions",,,500216,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","CAD","Canadian Dollar","6","Millions",,,497920,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","CAD","Canadian Dollar","6","Millions",,,499605,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","CAD","Canadian Dollar","6","Millions",,,500538,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","CAD","Canadian Dollar","6","Millions",,,508855,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","CAD","Canadian Dollar","6","Millions",,,516537,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","CAD","Canadian Dollar","6","Millions",,,526981,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","CAD","Canadian Dollar","6","Millions",,,532506,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","CAD","Canadian Dollar","6","Millions",,,535441,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","CAD","Canadian Dollar","6","Millions",,,545713,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","CAD","Canadian Dollar","6","Millions",,,551280,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","CAD","Canadian Dollar","6","Millions",,,558047,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","CAD","Canadian Dollar","6","Millions",,,563789,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","CAD","Canadian Dollar","6","Millions",,,558052,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","CAD","Canadian Dollar","6","Millions",,,567666,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","CAD","Canadian Dollar","6","Millions",,,577059,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","CAD","Canadian Dollar","6","Millions",,,580110,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","CAD","Canadian Dollar","6","Millions",,,585877,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","CAD","Canadian Dollar","6","Millions",,,567605,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","CAD","Canadian Dollar","6","Millions",,,500399,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","CAD","Canadian Dollar","6","Millions",,,558263,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","CAD","Canadian Dollar","6","Millions",,,578638,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","CAD","Canadian Dollar","6","Millions",,,603912,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","CAD","Canadian Dollar","6","Millions",,,615504,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","IDX","Index","0","Units","2012","2012",67.8,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1994-Q1","Q1-1994","IDX","Index","0","Units","2012","2012",68,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1994-Q2","Q2-1994","IDX","Index","0","Units","2012","2012",68,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","IDX","Index","0","Units","2012","2012",68.6,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","IDX","Index","0","Units","2012","2012",69,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","IDX","Index","0","Units","2012","2012",69.5,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","IDX","Index","0","Units","2012","2012",69.8,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","IDX","Index","0","Units","2012","2012",70.1,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","IDX","Index","0","Units","2012","2012",70.5,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","IDX","Index","0","Units","2012","2012",70.7,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","IDX","Index","0","Units","2012","2012",70.9,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","IDX","Index","0","Units","2012","2012",71.3,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","IDX","Index","0","Units","2012","2012",71.8,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","IDX","Index","0","Units","2012","2012",72,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","IDX","Index","0","Units","2012","2012",71.8,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","IDX","Index","0","Units","2012","2012",72,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","DNBSA","Deflator, national base/reference year, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","IDX","Index","0","Units","2012","2012",72.2,,
